package,old_key,new_key
Settings,Enable premium blurred photo cleanup access in debug builds,settings.main.enablePremiumBlurredPhotoCleanup
Settings,Enable premium reminder schedule customization in debug builds,settings.main.enablePremiumReminderScheduleCustomization
Settings,Enable premium screenshot cleanup access in debug builds,settings.main.enablePremiumScreenshotCleanupAccess
Settings,Free reminders use Sunday at 6:00 PM. Unlock premium to choose your own day and time.,settings.main.freeRemindersUseSundayAt
Settings,"Grid, sensitivity, and reminder preferences",settings.main.gridSensitivityAndReminderPreferences
Settings,Higher sensitivity finds more similar photos but may include less alike images,settings.main.higherSensitivityFindsMoreSimilar
Settings,How to Use,settings.main.howToUse
Settings,Language,settings.main.language
Settings,Legal,settings.main.legal
Settings,Monthly free-scan allowance,settings.main.monthlyFreeScanAllowance
Settings,No active Alike Pro subscription was found.,settings.main.noActiveAlikeProSubscription
Settings,Notifications are turned off for Alike. Enable them in Settings to receive your weekly cleanup reminder.,settings.main.notificationsTurnedOffAlikeEnable
Settings,OK,settings.main.ok
Settings,Open Settings,settings.main.openSettings
Settings,Open email composer to contact the developer,settings.main.openEmailComposerContactDeveloper
Settings,Open premium details for custom cleanup reminder scheduling,settings.main.openPremiumDetailsCustomCleanup
Settings,Open system settings to change app language,settings.main.openSystemSettingsChangeApp
Settings,Open the Alike privacy policy in your browser,settings.main.openAlikePrivacyPolicyBrowser
Settings,Open the Alike terms of use in your browser,settings.main.openAlikeTermsUseBrowser
Settings,Open usage instructions and cleanup workflow tips,settings.main.openUsageInstructionsCleanupWorkflow
Settings,Permanently delete Alike data after confirmation,settings.main.permanentlyDeleteAlikeDataAfter
Settings,Photo access and Alike Pro subscription,settings.main.photoAccessAlikeProSubscription
Settings,Please check your connection and try restoring again.,settings.main.pleaseCheckConnectionTryRestoring
Settings,Premium lets you choose a custom weekly reminder schedule.,settings.main.premiumLetsChooseCustomWeekly
Settings,Privacy Policy,settings.main.privacyPolicy
Settings,Rate on App Store,settings.main.rateOnAppStore
Settings,Reminder day,settings.main.reminderDay
Settings,Reminder schedule,settings.main.reminderSchedule
Settings,Reminder time,settings.main.reminderTime
Settings,Request the App Store rating prompt,settings.main.requestAppStoreRatingPrompt
Settings,Review and permanently delete data stored by Alike on this device,settings.main.reviewPermanentlyDeleteDataStored
Settings,Scan results and analysis caches,settings.main.scanResultsAndAnalysisCaches
Settings,Sensitivity,settings.main.sensitivity
Settings,Settings,settings.main.settings
Settings,Share App,settings.main.shareApp
Settings,Share the app using available sharing options,settings.main.shareAppUsingAvailableSharing
Settings,Some data may already have been removed. Please try again to finish deleting your Alike data.,settings.deleteAllDataModel.someDataMayAlreadyHave
Settings,Subscription,settings.main.subscription
Settings,Support,settings.main.support
Settings,Terms of Use,settings.main.termsOfUse
Settings,This action can't be undone. Alike will replay onboarding when deletion finishes.,settings.main.thisActionCantBeUndone
Settings,This override is available only in debug builds and affects local premium gating.,settings.main.thisOverrideAvailableOnlyDebug
Settings,"This permanently deletes Alike's local results, cleanup history, and preferences. Your photos and subscription will stay.",settings.main.thisPermanentlyDeletesAlikesLocal
Settings,Try Again,settings.main.tryAgain
Settings,Unlock Advanced Filters Premium Feature,settings.main.unlockAdvancedFiltersPremiumFeature
Settings,Unlock Batch Cleanup Premium Feature,settings.main.unlockBatchCleanupPremiumFeature
Settings,Unlock Blurred Photo Cleanup Premium Feature,settings.main.unlockBlurredPhotoCleanupPremium
Settings,Unlock Custom Reminder Schedule Premium Feature,settings.main.unlockCustomReminderSchedulePremium
Settings,Unlock Screenshot Cleanup Premium Feature,settings.main.unlockScreenshotCleanupPremiumFeature
Settings,Unlock Unlimited Scans Premium Feature,settings.main.unlockUnlimitedScansPremiumFeature
Settings,Version,settings.main.version
Settings,Weekly cleanup reminder,settings.main.weeklyCleanupReminder
Settings,What will be deleted,settings.main.whatWillBeDeleted
Settings,What will stay,settings.main.whatWillStay
Settings,You can continue using Alike Free.,settings.main.canContinueUsingAlikeFree
Settings,Your Alike Pro subscription was restored.,settings.main.alikeProSubscriptionWasRestored
Settings,Your photo library is never deleted by this action.,settings.main.photoLibraryNeverDeletedBy
Settings,Your photos and Recently Deleted items,settings.main.photosRecentlyDeletedItems
UserGuide,Close,userGuide.userGuideSheet.close
UserGuide,How to Use,userGuide.userGuideHub.howToUse
UserGuide,guide.a11y.step,userGuide.a11y.step
UserGuide,guide.cleanupQueue.badges.changed.body,userGuide.cleanupQueue.badges.changed.body
UserGuide,guide.cleanupQueue.badges.changed.title,userGuide.cleanupQueue.badges.changed.title
UserGuide,guide.cleanupQueue.badges.header,userGuide.cleanupQueue.badges.header
UserGuide,guide.cleanupQueue.badges.inReview.body,userGuide.cleanupQueue.badges.inReview.body
UserGuide,guide.cleanupQueue.badges.inReview.title,userGuide.cleanupQueue.badges.inReview.title
UserGuide,guide.cleanupQueue.badges.new.body,userGuide.cleanupQueue.badges.new.body
UserGuide,guide.cleanupQueue.badges.new.title,userGuide.cleanupQueue.badges.new.title
UserGuide,guide.cleanupQueue.badges.notReviewed.body,userGuide.cleanupQueue.badges.notReviewed.body
UserGuide,guide.cleanupQueue.badges.notReviewed.title,userGuide.cleanupQueue.badges.notReviewed.title
UserGuide,guide.cleanupQueue.badges.reviewed.body,userGuide.cleanupQueue.badges.reviewed.body
UserGuide,guide.cleanupQueue.badges.reviewed.title,userGuide.cleanupQueue.badges.reviewed.title
UserGuide,guide.cleanupQueue.controls.columns.body,userGuide.cleanupQueue.controls.columns.body
UserGuide,guide.cleanupQueue.controls.columns.title,userGuide.cleanupQueue.controls.columns.title
UserGuide,guide.cleanupQueue.controls.filters.body,userGuide.cleanupQueue.controls.filters.body
UserGuide,guide.cleanupQueue.controls.filters.title,userGuide.cleanupQueue.controls.filters.title
UserGuide,guide.cleanupQueue.controls.footer,userGuide.cleanupQueue.controls.footer
UserGuide,guide.cleanupQueue.controls.header,userGuide.cleanupQueue.controls.header
UserGuide,guide.cleanupQueue.controls.sort.body,userGuide.cleanupQueue.controls.sort.body
UserGuide,guide.cleanupQueue.controls.sort.title,userGuide.cleanupQueue.controls.sort.title
UserGuide,guide.cleanupQueue.progress.continue.body,userGuide.cleanupQueue.progress.continue.body
UserGuide,guide.cleanupQueue.progress.continue.title,userGuide.cleanupQueue.progress.continue.title
UserGuide,guide.cleanupQueue.progress.header,userGuide.cleanupQueue.progress.header
UserGuide,guide.cleanupQueue.progress.history.body,userGuide.cleanupQueue.progress.history.body
UserGuide,guide.cleanupQueue.progress.history.title,userGuide.cleanupQueue.progress.history.title
UserGuide,guide.cleanupQueue.progress.metrics.body,userGuide.cleanupQueue.progress.metrics.body
UserGuide,guide.cleanupQueue.progress.metrics.title,userGuide.cleanupQueue.progress.metrics.title
UserGuide,guide.cleanupQueue.sections.all.body,userGuide.cleanupQueue.sections.all.body
UserGuide,guide.cleanupQueue.sections.all.title,userGuide.cleanupQueue.sections.all.title
UserGuide,guide.cleanupQueue.sections.footer,userGuide.cleanupQueue.sections.footer
UserGuide,guide.cleanupQueue.sections.header,userGuide.cleanupQueue.sections.header
UserGuide,guide.cleanupQueue.sections.needsReview.body,userGuide.cleanupQueue.sections.needsReview.body
UserGuide,guide.cleanupQueue.sections.needsReview.title,userGuide.cleanupQueue.sections.needsReview.title
UserGuide,guide.cleanupQueue.summary,userGuide.cleanupQueue.summary
UserGuide,guide.cleanupQueue.title,userGuide.cleanupQueue.title
UserGuide,guide.comparingPhotos.bestShot.auto.body,userGuide.comparingPhotos.bestShot.auto.body
UserGuide,guide.comparingPhotos.bestShot.auto.title,userGuide.comparingPhotos.bestShot.auto.title
UserGuide,guide.comparingPhotos.bestShot.footer,userGuide.comparingPhotos.bestShot.footer
UserGuide,guide.comparingPhotos.bestShot.header,userGuide.comparingPhotos.bestShot.header
UserGuide,guide.comparingPhotos.bestShot.override.body,userGuide.comparingPhotos.bestShot.override.body
UserGuide,guide.comparingPhotos.bestShot.override.title,userGuide.comparingPhotos.bestShot.override.title
UserGuide,guide.comparingPhotos.inspect.fullscreen.body,userGuide.comparingPhotos.inspect.fullscreen.body
UserGuide,guide.comparingPhotos.inspect.fullscreen.title,userGuide.comparingPhotos.inspect.fullscreen.title
UserGuide,guide.comparingPhotos.inspect.header,userGuide.comparingPhotos.inspect.header
UserGuide,guide.comparingPhotos.inspect.info.body,userGuide.comparingPhotos.inspect.info.body
UserGuide,guide.comparingPhotos.inspect.info.title,userGuide.comparingPhotos.inspect.info.title
UserGuide,guide.comparingPhotos.review.footer,userGuide.comparingPhotos.review.footer
UserGuide,guide.comparingPhotos.review.header,userGuide.comparingPhotos.review.header
UserGuide,guide.comparingPhotos.review.keepAll.body,userGuide.comparingPhotos.review.keepAll.body
UserGuide,guide.comparingPhotos.review.keepAll.title,userGuide.comparingPhotos.review.keepAll.title
UserGuide,guide.comparingPhotos.review.move.body,userGuide.comparingPhotos.review.move.body
UserGuide,guide.comparingPhotos.review.move.title,userGuide.comparingPhotos.review.move.title
UserGuide,guide.comparingPhotos.review.toggle.body,userGuide.comparingPhotos.review.toggle.body
UserGuide,guide.comparingPhotos.review.toggle.title,userGuide.comparingPhotos.review.toggle.title
UserGuide,guide.comparingPhotos.selection.batch.body,userGuide.comparingPhotos.selection.batch.body
UserGuide,guide.comparingPhotos.selection.batch.title,userGuide.comparingPhotos.selection.batch.title
UserGuide,guide.comparingPhotos.selection.footer,userGuide.comparingPhotos.selection.footer
UserGuide,guide.comparingPhotos.selection.header,userGuide.comparingPhotos.selection.header
UserGuide,guide.comparingPhotos.selection.menu.body,userGuide.comparingPhotos.selection.menu.body
UserGuide,guide.comparingPhotos.selection.menu.title,userGuide.comparingPhotos.selection.menu.title
UserGuide,guide.comparingPhotos.selection.tap.body,userGuide.comparingPhotos.selection.tap.body
UserGuide,guide.comparingPhotos.selection.tap.title,userGuide.comparingPhotos.selection.tap.title
UserGuide,guide.comparingPhotos.summary,userGuide.comparingPhotos.summary
UserGuide,guide.comparingPhotos.title,userGuide.comparingPhotos.title
UserGuide,guide.deletingSafely.flow.confirm.body,userGuide.deletingSafely.flow.confirm.body
UserGuide,guide.deletingSafely.flow.confirm.title,userGuide.deletingSafely.flow.confirm.title
UserGuide,guide.deletingSafely.flow.footer,userGuide.deletingSafely.flow.footer
UserGuide,guide.deletingSafely.flow.header,userGuide.deletingSafely.flow.header
UserGuide,guide.deletingSafely.flow.icloud.body,userGuide.deletingSafely.flow.icloud.body
UserGuide,guide.deletingSafely.flow.icloud.title,userGuide.deletingSafely.flow.icloud.title
UserGuide,guide.deletingSafely.flow.recentlyDeleted.body,userGuide.deletingSafely.flow.recentlyDeleted.body
UserGuide,guide.deletingSafely.flow.recentlyDeleted.title,userGuide.deletingSafely.flow.recentlyDeleted.title
UserGuide,guide.deletingSafely.flow.storage.body,userGuide.deletingSafely.flow.storage.body
UserGuide,guide.deletingSafely.flow.storage.title,userGuide.deletingSafely.flow.storage.title
UserGuide,guide.deletingSafely.history.activity.body,userGuide.deletingSafely.history.activity.body
UserGuide,guide.deletingSafely.history.activity.title,userGuide.deletingSafely.history.activity.title
UserGuide,guide.deletingSafely.history.header,userGuide.deletingSafely.history.header
UserGuide,guide.deletingSafely.history.impact.body,userGuide.deletingSafely.history.impact.body
UserGuide,guide.deletingSafely.history.impact.title,userGuide.deletingSafely.history.impact.title
UserGuide,guide.deletingSafely.summary,userGuide.deletingSafely.summary
UserGuide,guide.deletingSafely.title,userGuide.deletingSafely.title
UserGuide,guide.freeAndPro.free.footer,userGuide.freeAndPro.free.footer
UserGuide,guide.freeAndPro.free.header,userGuide.freeAndPro.free.header
UserGuide,guide.freeAndPro.free.review.body,userGuide.freeAndPro.free.review.body
UserGuide,guide.freeAndPro.free.review.title,userGuide.freeAndPro.free.review.title
UserGuide,guide.freeAndPro.free.scans.body,userGuide.freeAndPro.free.scans.body
UserGuide,guide.freeAndPro.free.scans.title,userGuide.freeAndPro.free.scans.title
UserGuide,guide.freeAndPro.free.singlePhoto.body,userGuide.freeAndPro.free.singlePhoto.body
UserGuide,guide.freeAndPro.free.singlePhoto.title,userGuide.freeAndPro.free.singlePhoto.title
UserGuide,guide.freeAndPro.free.sorting.body,userGuide.freeAndPro.free.sorting.body
UserGuide,guide.freeAndPro.free.sorting.title,userGuide.freeAndPro.free.sorting.title
UserGuide,guide.freeAndPro.pro.batch.body,userGuide.freeAndPro.pro.batch.body
UserGuide,guide.freeAndPro.pro.batch.title,userGuide.freeAndPro.pro.batch.title
UserGuide,guide.freeAndPro.pro.blurred.body,userGuide.freeAndPro.pro.blurred.body
UserGuide,guide.freeAndPro.pro.blurred.title,userGuide.freeAndPro.pro.blurred.title
UserGuide,guide.freeAndPro.pro.filters.body,userGuide.freeAndPro.pro.filters.body
UserGuide,guide.freeAndPro.pro.filters.title,userGuide.freeAndPro.pro.filters.title
UserGuide,guide.freeAndPro.pro.footer,userGuide.freeAndPro.pro.footer
UserGuide,guide.freeAndPro.pro.header,userGuide.freeAndPro.pro.header
UserGuide,guide.freeAndPro.pro.reminder.body,userGuide.freeAndPro.pro.reminder.body
UserGuide,guide.freeAndPro.pro.reminder.title,userGuide.freeAndPro.pro.reminder.title
UserGuide,guide.freeAndPro.pro.screenshots.body,userGuide.freeAndPro.pro.screenshots.body
UserGuide,guide.freeAndPro.pro.screenshots.title,userGuide.freeAndPro.pro.screenshots.title
UserGuide,guide.freeAndPro.pro.unlimitedScans.body,userGuide.freeAndPro.pro.unlimitedScans.body
UserGuide,guide.freeAndPro.pro.unlimitedScans.title,userGuide.freeAndPro.pro.unlimitedScans.title
UserGuide,guide.freeAndPro.summary,userGuide.freeAndPro.summary
UserGuide,guide.freeAndPro.title,userGuide.freeAndPro.title
UserGuide,guide.gettingStarted.access.header,userGuide.gettingStarted.access.header
UserGuide,guide.gettingStarted.access.noAutoDelete.body,userGuide.gettingStarted.access.noAutoDelete.body
UserGuide,guide.gettingStarted.access.noAutoDelete.title,userGuide.gettingStarted.access.noAutoDelete.title
UserGuide,guide.gettingStarted.access.onDevice.body,userGuide.gettingStarted.access.onDevice.body
UserGuide,guide.gettingStarted.access.onDevice.title,userGuide.gettingStarted.access.onDevice.title
UserGuide,guide.gettingStarted.access.permission.body,userGuide.gettingStarted.access.permission.body
UserGuide,guide.gettingStarted.access.permission.title,userGuide.gettingStarted.access.permission.title
UserGuide,guide.gettingStarted.loop.footer,userGuide.gettingStarted.loop.footer
UserGuide,guide.gettingStarted.loop.header,userGuide.gettingStarted.loop.header
UserGuide,guide.gettingStarted.loop.move.body,userGuide.gettingStarted.loop.move.body
UserGuide,guide.gettingStarted.loop.move.title,userGuide.gettingStarted.loop.move.title
UserGuide,guide.gettingStarted.loop.review.body,userGuide.gettingStarted.loop.review.body
UserGuide,guide.gettingStarted.loop.review.title,userGuide.gettingStarted.loop.review.title
UserGuide,guide.gettingStarted.loop.scan.body,userGuide.gettingStarted.loop.scan.body
UserGuide,guide.gettingStarted.loop.scan.title,userGuide.gettingStarted.loop.scan.title
UserGuide,guide.gettingStarted.scope.blurred.body,userGuide.gettingStarted.scope.blurred.body
UserGuide,guide.gettingStarted.scope.blurred.title,userGuide.gettingStarted.scope.blurred.title
UserGuide,guide.gettingStarted.scope.footer,userGuide.gettingStarted.scope.footer
UserGuide,guide.gettingStarted.scope.header,userGuide.gettingStarted.scope.header
UserGuide,guide.gettingStarted.scope.screenshots.body,userGuide.gettingStarted.scope.screenshots.body
UserGuide,guide.gettingStarted.scope.screenshots.title,userGuide.gettingStarted.scope.screenshots.title
UserGuide,guide.gettingStarted.scope.similar.body,userGuide.gettingStarted.scope.similar.body
UserGuide,guide.gettingStarted.scope.similar.title,userGuide.gettingStarted.scope.similar.title
UserGuide,guide.gettingStarted.summary,userGuide.gettingStarted.summary
UserGuide,guide.gettingStarted.title,userGuide.gettingStarted.title
UserGuide,guide.hub.footer,userGuide.hub.footer
UserGuide,guide.hub.intro,userGuide.hub.intro
UserGuide,guide.hub.noResults,userGuide.hub.noResults
UserGuide,guide.hub.noResults.message,userGuide.hub.noResults.message
UserGuide,guide.hub.searchPrompt,userGuide.hub.searchPrompt
UserGuide,guide.hub.topic.hint,userGuide.hub.topic.hint
UserGuide,guide.hub.topics.header,userGuide.hub.topics.header
UserGuide,guide.privacy.deleteData.footer,userGuide.privacy.deleteData.footer
UserGuide,guide.privacy.deleteData.header,userGuide.privacy.deleteData.header
UserGuide,guide.privacy.deleteData.kept.body,userGuide.privacy.deleteData.kept.body
UserGuide,guide.privacy.deleteData.kept.title,userGuide.privacy.deleteData.kept.title
UserGuide,guide.privacy.deleteData.removed.body,userGuide.privacy.deleteData.removed.body
UserGuide,guide.privacy.deleteData.removed.title,userGuide.privacy.deleteData.removed.title
UserGuide,guide.privacy.deleteData.replay.body,userGuide.privacy.deleteData.replay.body
UserGuide,guide.privacy.deleteData.replay.title,userGuide.privacy.deleteData.replay.title
UserGuide,guide.privacy.onDevice.analysis.body,userGuide.privacy.onDevice.analysis.body
UserGuide,guide.privacy.onDevice.analysis.title,userGuide.privacy.onDevice.analysis.title
UserGuide,guide.privacy.onDevice.footer,userGuide.privacy.onDevice.footer
UserGuide,guide.privacy.onDevice.header,userGuide.privacy.onDevice.header
UserGuide,guide.privacy.onDevice.network.body,userGuide.privacy.onDevice.network.body
UserGuide,guide.privacy.onDevice.network.title,userGuide.privacy.onDevice.network.title
UserGuide,guide.privacy.permissions.header,userGuide.privacy.permissions.header
UserGuide,guide.privacy.permissions.notifications.body,userGuide.privacy.permissions.notifications.body
UserGuide,guide.privacy.permissions.notifications.title,userGuide.privacy.permissions.notifications.title
UserGuide,guide.privacy.permissions.photos.body,userGuide.privacy.permissions.photos.body
UserGuide,guide.privacy.permissions.photos.title,userGuide.privacy.permissions.photos.title
UserGuide,guide.privacy.summary,userGuide.privacy.summary
UserGuide,guide.privacy.title,userGuide.privacy.title
UserGuide,guide.scanning.rescan.error.body,userGuide.scanning.rescan.error.body
UserGuide,guide.scanning.rescan.error.title,userGuide.scanning.rescan.error.title
UserGuide,guide.scanning.rescan.footer,userGuide.scanning.rescan.footer
UserGuide,guide.scanning.rescan.header,userGuide.scanning.rescan.header
UserGuide,guide.scanning.rescan.libraryChanged.body,userGuide.scanning.rescan.libraryChanged.body
UserGuide,guide.scanning.rescan.libraryChanged.title,userGuide.scanning.rescan.libraryChanged.title
UserGuide,guide.scanning.rescan.sensitivity.body,userGuide.scanning.rescan.sensitivity.body
UserGuide,guide.scanning.rescan.sensitivity.title,userGuide.scanning.rescan.sensitivity.title
UserGuide,guide.scanning.run.background.body,userGuide.scanning.run.background.body
UserGuide,guide.scanning.run.background.title,userGuide.scanning.run.background.title
UserGuide,guide.scanning.run.cache.body,userGuide.scanning.run.cache.body
UserGuide,guide.scanning.run.cache.title,userGuide.scanning.run.cache.title
UserGuide,guide.scanning.run.footer,userGuide.scanning.run.footer
UserGuide,guide.scanning.run.header,userGuide.scanning.run.header
UserGuide,guide.scanning.run.start.body,userGuide.scanning.run.start.body
UserGuide,guide.scanning.run.start.title,userGuide.scanning.run.start.title
UserGuide,guide.scanning.status.allowance.body,userGuide.scanning.status.allowance.body
UserGuide,guide.scanning.status.allowance.title,userGuide.scanning.status.allowance.title
UserGuide,guide.scanning.status.card.body,userGuide.scanning.status.card.body
UserGuide,guide.scanning.status.card.title,userGuide.scanning.status.card.title
UserGuide,guide.scanning.status.header,userGuide.scanning.status.header
UserGuide,guide.scanning.summary,userGuide.scanning.summary
UserGuide,guide.scanning.title,userGuide.scanning.title
UserGuide,guide.settingsAndReminders.analysis.footer,userGuide.settingsAndReminders.analysis.footer
UserGuide,guide.settingsAndReminders.analysis.header,userGuide.settingsAndReminders.analysis.header
UserGuide,guide.settingsAndReminders.analysis.language.body,userGuide.settingsAndReminders.analysis.language.body
UserGuide,guide.settingsAndReminders.analysis.language.title,userGuide.settingsAndReminders.analysis.language.title
UserGuide,guide.settingsAndReminders.analysis.sensitivity.body,userGuide.settingsAndReminders.analysis.sensitivity.body
UserGuide,guide.settingsAndReminders.analysis.sensitivity.title,userGuide.settingsAndReminders.analysis.sensitivity.title
UserGuide,guide.settingsAndReminders.reminder.footer,userGuide.settingsAndReminders.reminder.footer
UserGuide,guide.settingsAndReminders.reminder.header,userGuide.settingsAndReminders.reminder.header
UserGuide,guide.settingsAndReminders.reminder.schedule.body,userGuide.settingsAndReminders.reminder.schedule.body
UserGuide,guide.settingsAndReminders.reminder.schedule.title,userGuide.settingsAndReminders.reminder.schedule.title
UserGuide,guide.settingsAndReminders.reminder.weekly.body,userGuide.settingsAndReminders.reminder.weekly.body
UserGuide,guide.settingsAndReminders.reminder.weekly.title,userGuide.settingsAndReminders.reminder.weekly.title
UserGuide,guide.settingsAndReminders.subscription.header,userGuide.settingsAndReminders.subscription.header
UserGuide,guide.settingsAndReminders.subscription.restore.body,userGuide.settingsAndReminders.subscription.restore.body
UserGuide,guide.settingsAndReminders.subscription.restore.title,userGuide.settingsAndReminders.subscription.restore.title
UserGuide,guide.settingsAndReminders.subscription.status.body,userGuide.settingsAndReminders.subscription.status.body
UserGuide,guide.settingsAndReminders.subscription.status.title,userGuide.settingsAndReminders.subscription.status.title
UserGuide,guide.settingsAndReminders.summary,userGuide.settingsAndReminders.summary
UserGuide,guide.settingsAndReminders.title,userGuide.settingsAndReminders.title
UserGuide,guide.smartCategories.blurDetection.conservative.body,userGuide.smartCategories.blurDetection.conservative.body
UserGuide,guide.smartCategories.blurDetection.conservative.title,userGuide.smartCategories.blurDetection.conservative.title
UserGuide,guide.smartCategories.blurDetection.favorites.body,userGuide.smartCategories.blurDetection.favorites.body
UserGuide,guide.smartCategories.blurDetection.favorites.title,userGuide.smartCategories.blurDetection.favorites.title
UserGuide,guide.smartCategories.blurDetection.footer,userGuide.smartCategories.blurDetection.footer
UserGuide,guide.smartCategories.blurDetection.header,userGuide.smartCategories.blurDetection.header
UserGuide,guide.smartCategories.categories.blurred.body,userGuide.smartCategories.categories.blurred.body
UserGuide,guide.smartCategories.categories.blurred.title,userGuide.smartCategories.categories.blurred.title
UserGuide,guide.smartCategories.categories.footer,userGuide.smartCategories.categories.footer
UserGuide,guide.smartCategories.categories.header,userGuide.smartCategories.categories.header
UserGuide,guide.smartCategories.categories.screenshots.body,userGuide.smartCategories.categories.screenshots.body
UserGuide,guide.smartCategories.categories.screenshots.title,userGuide.smartCategories.categories.screenshots.title
UserGuide,guide.smartCategories.summary,userGuide.smartCategories.summary
UserGuide,guide.smartCategories.title,userGuide.smartCategories.title
UserGuide,guide.smartCategories.workflow.header,userGuide.smartCategories.workflow.header
UserGuide,guide.smartCategories.workflow.inspect.body,userGuide.smartCategories.workflow.inspect.body
UserGuide,guide.smartCategories.workflow.inspect.title,userGuide.smartCategories.workflow.inspect.title
UserGuide,guide.smartCategories.workflow.select.body,userGuide.smartCategories.workflow.select.body
UserGuide,guide.smartCategories.workflow.select.title,userGuide.smartCategories.workflow.select.title
Welcome,Access Granted,welcome.main.accessGranted
Welcome,Alike,welcome.main.alike
Welcome,Alike data deleted,welcome.main.alikeDataDeleted
Welcome,Alike needs photo access to scan your library and prepare cleanup suggestions.,welcome.main.alikeNeedsPhotoAccessScan
Welcome,Alike never deletes photos automatically. You review the suggestions first and confirm every cleanup action.,welcome.main.alikeNeverDeletesPhotosAutomatically
Welcome,"Alike, your photo detective",welcome.main.alikeYourPhotoDetective
Welcome,"Analysis stays on your device, and nothing is deleted automatically.",welcome.main.analysisStaysDeviceNothingDeleted
Welcome,Back,welcome.main.back
Welcome,Clean up your library with confidence,welcome.main.cleanUpLibraryWithConfidence
Welcome,Compare photos and keep the shots that matter to you.,welcome.main.comparePhotosKeepShotsThat
Welcome,Continue,welcome.main.continue
Welcome,Enable photo access in Settings when you're ready to continue.,welcome.main.enablePhotoAccessSettingsWhen
Welcome,"Every deletion stays confirmed, visible, and fully in your hands.",welcome.main.everyDeletionStaysConfirmedVisible
Welcome,Find cleanup opportunities,welcome.main.findCleanupOpportunities
Welcome,Grant Access,welcome.main.grantAccess
Welcome,Group visually similar photos and other items worth reviewing.,welcome.main.groupVisuallySimilarPhotosOther
Welcome,How Alike helps,welcome.main.howAlikeHelps
Welcome,Know how much space you could reclaim before you clean up.,welcome.main.knowHowMuchSpaceCould
Welcome,Next,welcome.main.next
Welcome,Nothing is deleted automatically,welcome.main.nothingIsDeletedAutomatically
Welcome,Open Settings,welcome.main.openSettings
Welcome,Page %lld of %lld,welcome.main.pageOf
Welcome,Photo Access Required,welcome.main.photoAccessRequired
Welcome,"Photo access lets Alike scan your library, group similar photos, and prepare cleanup suggestions for you to review.",welcome.main.photoAccessLetsAlikeScan
Welcome,Private and always in your control,welcome.main.privateAlwaysControl
Welcome,Private on-device analysis,welcome.main.privateOnDeviceAnalysis
Welcome,Review every suggestion,welcome.main.reviewEverySuggestion
Welcome,"Review similar photos, free up storage, and stay in control of every deletion.",welcome.main.reviewSimilarPhotosFreeUp
Welcome,Safe cleanup flow,welcome.main.safeCleanupFlow
Welcome,See potential savings,welcome.main.seePotentialSavings
Welcome,Spot similar photos that can free up space once you decide what to remove.,welcome.main.spotSimilarPhotosThatCan
Welcome,Storage savings,welcome.main.storageSavings
Welcome,Turn a crowded library into a guided cleanup.,welcome.main.turnCrowdedLibraryIntoGuided
Welcome,Why Alike asks for photo access,welcome.main.whyAlikeAsksPhotoAccess
Welcome,"You can change access later in Settings, and Alike never deletes anything without your confirmation.",welcome.main.canChangeAccessLaterSettings
Welcome,You can grant access now and return to cleanup whenever you're ready.,welcome.main.canGrantAccessNowReturn
Welcome,You review suggestions first and confirm every cleanup action yourself.,welcome.main.reviewSuggestionsFirstConfirmEvery
Welcome,Your library stays under your control,welcome.main.yourLibraryStaysUnderControl
Welcome,Your local Alike data was deleted. Your photos and subscription are unchanged.,welcome.main.localAlikeDataWasDeleted
Welcome,Your photo analysis stays on this device and gives you guided cleanup suggestions.,welcome.main.photoAnalysisStaysThisDevice
Welcome,"Your photos stay private, and you'll confirm every cleanup before anything is removed.",welcome.main.photosStayPrivateYoullConfirm
Core,core.cleanupCategory.n1ScreenshotAvailableForReview,core.cleanupCategory.summaryScreenshots
Core,core.cleanupCategory.screenshotsAvailableForReview,core.cleanupCategory.summaryScreenshots
Core,core.cleanupCategory.n1LikelyBlurredPhotoAvailable,core.cleanupCategory.summaryBlurredPhotos
Core,core.cleanupCategory.likelyBlurredPhotosAvailableReview,core.cleanupCategory.summaryBlurredPhotos
Core,core.cleanupCategory.n1SelectedEstimatedSize,core.cleanupCategory.selectionSummary
Core,core.cleanupCategory.selectedEstimatedSize,core.cleanupCategory.selectionSummary
Core,core.cleanupCategory.move1SelectedScreenshotRecently,core.cleanupCategory.alertTitleScreenshots
Core,core.cleanupCategory.moveSelectedScreenshotsRecentlyDeleted,core.cleanupCategory.alertTitleScreenshots
Core,core.cleanupCategory.move1SelectedBlurredPhoto,core.cleanupCategory.alertTitleBlurredPhotos
Core,core.cleanupCategory.moveSelectedBlurredPhotosRecently,core.cleanupCategory.alertTitleBlurredPhotos
Details,details.clusterDetails.move1SelectedPhotoRecently,details.clusterDetails.deleteAlertTitle
Details,details.clusterDetails.moveSelectedPhotosRecentlyDeleted,details.clusterDetails.deleteAlertTitle
Details,details.clusterReviewSummaryCard.n1SelectedEstimatedSize,details.clusterReviewSummaryCard.selectionSummary
Details,details.clusterReviewSummaryCard.selectedEstimatedSize,details.clusterReviewSummaryCard.selectionSummary
Alike,Rescan Required,alike.rescan.title
Alike,Later,alike.rescan.later
Alike,Rescan Now,alike.rescan.now
Alike,Changing sensitivity requires a new scan to take effect,alike.rescan.message
Details,details.clusterReviewActionBar.move1Photo,details.clusterReviewActionBar.moveSelectedPhotos
Details,details.clusterReviewActionBar.movePhotos,details.clusterReviewActionBar.moveSelectedPhotos
